F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,OUTCOME
19699.65545,19821.99397,20200.10041,20869.61318,21901.39796,23426.74,25710.91047,29255.64872,35487.35737,49961.1732,6961417.537,16389.80171,16495.0569,16809.95546,17366.47348,18221.52808,19486.34705,21355.67962,24061.92835,28342.04635,39836.21556,6230928.644,1
16374.54115,16476.21611,16790.39168,17346.74805,18206.12737,19472.3585,21355.72811,24296.73367,29641.65366,41738.26187,6347212.557,16371.10072,16472.75597,16787.33677,17343.35097,18202.6751,19468.30497,21351.66328,24291.78066,29637.9463,41732.8768,6348077.517,0
1489.211144,1501.413576,1531.378958,1582.736885,1661.525296,1777.069881,1949.532011,2223.415923,2722.909585,3873.616666,3678125.605,1659.457468,1670.219581,1704.1554,1764.897394,1857.646668,2018.222377,2185.784277,2491.35767,3003.506728,4238.996971,3717915.29,0
19709.3308,19831.83886,20210.14264,20879.96808,21912.08277,23457.76447,25729.39851,29276.73736,35513.11331,50145.85943,6959170.26,19716.63091,19839.21991,20217.62718,20887.69364,21920.17448,23465.18574,25737.6282,29286.21671,35528.31922,50164.31956,6961671.508,0
19701.6924,19824.0723,20202.13981,20871.63046,21903.47553,23440.94414,25710.39855,29254.41059,35484.83432,49957.38941,6959248.422,14986.36791,15084.83282,15372.61869,15880.4164,16661.7013,17811.28766,19516.06925,21854.5595,25495.7942,35837.27463,5944337.841,1
19707.37618,19829.76768,20207.82549,20877.31722,21909.18582,23434.2242,25700.51052,29241.12868,35483.58859,49955.92221,6953987.856,15142.27555,15236.48784,15527.60796,16042.40741,16836.66942,18016.79,19757.98118,22492.19788,21352.27519,30021.10991,3783720.557,1
15000,15100,15400,15900,16700,17900,19600,21900,25600,35900,5940000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
16336.62735,16437.87321,16751.67273,17303.95172,18156.37853,19416.65161,21286.23054,24202.11785,29516.94944,41570.29811,6337066.647,16335.05557,16436.5397,16751.53335,17302.47522,18155.05877,19415.38573,21285.04837,24201.65718,29517.60829,41571.09934,6338309.201,0
19723.11115,19845.27809,20223.53443,20895.73424,21927.54589,23464.45275,25736.35414,29284.54193,35527.67055,50124.68722,6960436.046,19730.26836,19852.62335,20230.94482,20903.39539,21935.58394,23473.02886,25745.52301,29295.06006,35540.43662,50143.63824,6962956.329,0
15897.38633,16001.48328,16309.65101,16853.46516,17690.36483,18933.41736,20767.51327,23659.57284,22407.23809,31500.03946,3271688.794,19712.32301,19834.77389,20212.96286,20882.69846,21914.96244,23445.54091,25717.53843,29267.00257,35497.88313,49975.9986,6958723.15,1
19708.36284,19830.76188,20208.81263,20880.68244,21913.40564,23439.20597,25708.08431,29251.14,35485.15789,49957.95331,6952959.673,14843.98986,14938.28303,15224.43697,15730.67865,16511.01987,17669.78483,19383.39408,22075.84306,20771.38175,29208.72948,4031858.413,1
19707.30936,19829.70349,20207.75926,20877.25116,21909.12435,23434.16131,25700.46352,29243.55014,35484.64719,49957.13703,6954021.77,15159.35335,15255.60566,15547.69161,16064.24427,16860.90848,18043.75153,19792.21037,22539.38296,21535.82141,30279.74159,3792487.491,1
16504.20004,16610.15826,16927.42863,17487.59818,18348.69658,19622.31321,21504.83244,24229.40752,28301.75499,39778.19751,6230632.109,19706.8958,19829.29312,20207.52619,20877.27746,21909.46553,23435.32832,25714.57987,29259.98025,35498.07602,49976.06083,6963890.752,1
1552.466,1565.426033,1596.943165,1651.218449,1734.541929,1856.586901,2040.281768,2329.983314,2800.500109,3974.607793,3686468.834,1536.888666,1549.350409,1580.080678,1633.336757,1716.065662,1844.67277,2019.783787,2302.322122,2779.030594,3944.637202,3686188.218,0
19728.79927,19847.21872,20228.30079,20920.39336,21967.22469,23505.53544,25819.96692,29302.37189,35531.56922,50120.35152,6960746.496,19729.02318,19853.83845,20232.73011,20904.48651,21938.6858,23472.87278,25744.88976,29299.46012,35540.59007,50132.51758,6962941.38,0
19700,19800,20200,20900,21900,23400,25700,29300,35500,49900,6960000,19700,19800,20200,20889.44092,21894.55888,23435.0573,25734.41696,29261.70219,35479.18854,49968.18479,6958436.991,0
19860.51059,19981.84618,20341.86697,21037.62517,22068.58611,23614.88232,26006.48605,29420.98647,35633.79836,50171.30671,6965272.363,19831.09973,19945.57339,20335.96353,21016.21833,22056.40628,23573.43721,25873.35014,29408.76039,35640.62042,50185.26136,6967348.614,0
19546.7349,19668.18337,20043.38048,20722.72267,21753.59002,23268.61615,25521.8193,29040.44886,35225.63046,49593.15029,6930955.873,19553.90883,19675.40129,20050.73706,20728.93696,21761.32734,23276.87947,25530.83818,29050.64978,35238.1108,49610.70716,6933443.246,0
15688.50744,15787.71527,16088.26097,16620.86921,17439.10465,18649.00366,20435.64406,22990.38713,26830.36452,37704.54814,6078077.127,19708.81252,19831.19612,20209.43671,20879.1885,21911.3593,23437.19582,25713.91036,29259.15386,35500.37978,49979.14845,6961688.982,1
16263.96891,16365.07799,16677.76979,17231.13615,18084.0994,19346.98093,21222.99415,24155.0245,29445.74837,41454.34236,6325778.596,16353.2066,16454.87446,16769.08048,17325.3849,18182.91347,19452.64891,21338.38118,24286.85343,29599.14868,41680.63392,6343967.592,0
19681.75713,19804.10554,20181.86757,20850.6702,21881.35257,23414.34513,25681.39615,29222.11889,35464.61851,49929.25847,6954316.376,19689.04629,19811.43764,20189.32341,20858.36425,21889.40871,23422.30356,25690.1112,29232.01113,35477.15246,49946.88504,6956816.963,0
19702.8769,19825.402,20203.38429,20872.82217,21904.67742,23440.04558,25709.78039,29254.6284,35485.33503,49958.37894,6957032.775,19702.8769,19825.402,20203.38429,20872.82217,21904.67742,23440.04558,25709.78039,29254.6284,35485.33503,49958.37894,6957032.775,1
19700,19800,20200,20800,21900,23400,25700,29200,35500,49900,6950000,19700,19800,20200,20849.87682,21880.5794,23414.07067,25681.43498,29222.81745,35461.14598,49942.09565,6956645.175,0
19740.7282,19849.0755,20242.47406,20908.33607,21957.42204,23501.77885,25806.41249,29329.04808,35533.50028,50128.26496,6961078.592,19729.86293,19852.61556,20231.32867,20900.74663,21933.83278,23474.03945,25746.71035,29296.04539,35539.11542,50134.55626,6962938.331,0
19880.53488,19995.8314,20333.23153,21065.62153,22086.63693,23646.14291,25985.43792,29555.96807,35653.35357,50164.41214,6965741.491,19826.78178,19951.7753,20326.35998,21007.36232,22047.51517,23567.71831,25850.1015,29429.91827,35645.75229,50173.96504,6967347.765,0
15183.15459,15284.1973,15579.57903,16099.67194,16902.4175,18092.88422,19861.59202,22643.74141,21194.76744,29800.56284,3837062.66,19714.42532,19836.88778,20215.06604,20884.79713,21926.70788,23453.64662,25724.06597,29269.7305,35497.69678,49975.66261,6956570.841,1
15900,16000,16300,16800,17600,18900,20700,23600,22700,31900,3220000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
14598.3264,14689.04307,14970.09109,15466.40521,16231.28563,17367.22929,19044.52762,21672.74006,26272.70763,36932.30636,3184559.958,19710.15417,19832.69392,20210.84284,20880.53239,21912.70197,23442.29116,25711.89359,29256.24307,35496.77984,49974.24519,6959580.677,1
14993.49759,15090.07131,15378.26566,15886.71547,16669.01221,17820.68664,19534.75499,21893.45554,25552.80235,35913.06572,5944681.881,19708.88144,19831.28683,20209.50992,20879.25298,21911.45397,23437.25083,25713.33298,29258.3316,35499.56083,49978.28621,6961701.053,1
2783.162446,2794.78043,2832.690716,2895.941591,2984.35094,3105.505371,3410.972077,4066.522342,4544.762514,6409.150109,3827156.733,2768.554646,2780.074551,2817.581705,2880.284311,2967.861521,3087.455262,3392.26676,4044.650463,4524.72131,6381.520911,3826913.766,0
19723.33664,19849.8674,20227.1056,20926.17032,21939.67556,23504.40652,25850.28827,29304.36382,35532.55617,50115.7597,6960765.547,19728.26723,19853.48473,20231.14081,20903.5299,21935.33111,23472.82943,25744.85904,29304.88474,35541.33715,50127.5035,6962942.026,0
17148.48233,17254.72656,17579.26328,18153.39769,19039.18488,20364.46494,22336.97713,25456.36376,30938.99482,43636.77085,6486480.012,17158.37246,17264.72894,17589.16839,18163.12426,19048.691,20369.18273,22342.3592,25462.86951,30946.42615,43647.80035,6488569.015,0
3128.827938,3144.613171,3188.648141,3264.964806,3375.943894,3524.596113,3793.663878,4486.615355,5118.255538,7251.256579,3901796.635,3115.041969,3130.45289,3174.14402,3249.808035,3359.993656,3506.937032,3776.640452,4465.959561,5098.018858,7222.691948,3901623.918,0
10661.85852,10745.7272,10976.74768,11364.11127,11948.15494,12829.25972,14054.2825,16077.25058,21487.70767,30663.61303,4816494.932,10673.1582,10753.31042,10978.90096,11372.47879,11992.22285,13022.82269,14674.4472,16104.89404,21421.56506,30643.30991,4839571.041,0
2984.619528,2975.009407,3041.97719,3096.147968,3189.437356,3304.155298,3498.962668,4126.37829,4967.163573,7101.848139,3889245.68,2983.317629,2978.179979,3037.453298,3093.19207,3188.296502,3308.863607,3497.988393,4133.165435,5008.572303,7023.301977,3890051.004,0
18921.90084,19041.53802,19376.6859,20010.76199,20990.97632,22437.29622,24520.11992,27983.22934,33976.79651,47903.66063,6778644.714,18937.1796,19055.77795,19391.1647,20025.45975,21004.20255,22449.97461,24526.85587,27994.51883,33987.72485,47919.20464,6781010.394,0
19701.52821,19823.95402,20201.98571,20871.46189,21903.35782,23440.26883,25710.3948,29255.72971,35485.294,49958.27273,6959220.971,15109.66479,15206.99569,15497.41412,16009.88407,16798.43987,17960.36002,19687.36033,22051.82016,25530.10064,35888.53925,5945508.943,1
17573.48252,17681.98346,18011.27254,18594.34882,19493.62173,20818.98108,22812.61925,25956.13282,31532.56346,44509.2181,6551412.462,17583.54195,17692.04935,18021.24471,18604.14571,19503.09203,20827.67863,22817.43899,25962.05245,31540.51066,44521.01575,6553550.987,0
19702.57428,19824.91103,20203.0111,20872.5129,21904.30332,23430.74825,25699.76755,29243.33968,35486.15113,49959.45067,6958094.14,14376.79569,14466.06744,14741.84498,15229.68879,15980.60615,17093.86136,18741.02808,20902.58453,24444.29795,34352.97811,5825603.088,1
14552.59221,14648.29736,14930.74384,15429.09714,16197.47323,17337.03431,19028.56543,21690.09351,20350.47227,28631.36187,4287838.242,19716.56992,19839.04314,20217.20891,20892.9349,21926.41683,23453.35817,25724.00006,29269.65999,35497.32114,49975.26911,6954392.573,1
19709.36883,19831.77584,20209.81904,20879.30557,21911.19391,23436.1489,25702.18421,29241.96666,35485.74086,49958.89811,6951858.215,14551.65803,14645.80349,14927.37128,15424.71305,16191.44109,17329.41944,19015.62432,21667.27769,20259.55307,28505.30413,4271352.417,1
19700,19800,20200,20900,21900,23400,25800,29200,35500,50000,6960000,19700,19800,20200,20923.1432,21891.26641,23428.74686,25792.00554,29238.48861,35484.05291,49997.99237,6958387.153,0
19709.70297,19832.10883,20216.62222,20886.58767,21919.14433,23445.35918,25714.20337,29256.9007,35485.04663,49957.73352,6951329.492,14397.60365,14489.05366,14766.68336,15257.81172,16015.07858,17139.2249,18803.8053,21419.32364,19853.96344,27937.44783,4358680.342,1
19700,19800,20200,20900,21900,23400,25700,29200,35500,50000,6960000,19700,19800,20200,20859.92369,21891.31162,23427.28799,25695.91016,29238.26054,35479.57197,50013.28313,6958385.465,0
16336.70413,16438.16459,16751.69382,17306.95509,18164.61541,19428.25978,21308.0446,24243.56517,29581.22873,41649.86509,6340730.185,16377.70359,16479.41617,16793.78425,17350.19555,18210.00061,19476.54008,21361.01462,24303.27674,29652.1773,41754.63065,6349814.203,0
10679.96192,10745.84014,10974.1494,11362.09807,11948.18269,12815.89116,14093.0447,16124.68583,21420.41121,30638.93733,4832570.242,10659.02633,10752.33494,10987.32587,11374.84035,11959.70744,12824.48913,14098.04453,16123.88165,21437.70097,30654.61651,4831617.904,0
19689.14116,19811.44202,20189.17737,20858.25934,21889.56212,23425.54121,25693.9278,29236.29304,35476.84282,49979.2679,6955629.939,19689.14116,19811.44202,20189.17737,20858.25934,21889.56212,23425.54121,25693.9278,29236.29304,35476.84282,49997.38778,6958130.435,0
19680.84704,19803.06258,20180.68105,20849.55164,21880.36286,23415.3286,25683.06082,29225.2156,35459.68128,49922.34788,6954174.168,19680.84704,19803.06258,20180.68105,20849.55164,21880.36286,23415.3286,25683.06082,29225.2156,35459.68128,49940.61025,6956674.823,0
19692.61648,19814.97395,20192.82429,20862.05581,21893.46767,23431.26058,25700.01551,29242.78939,35481.77753,50013.94549,6956253.259,19700.00626,19822.44156,20200.28132,20869.74724,21901.53073,23439.04157,25708.53494,29252.4544,35494.44164,50032.1626,6958753.9,0
15177.51501,15277.22737,15571.61618,16090.40262,16891.45109,18079.39678,19841.17758,22611.84151,21270.24298,29909.97496,3818821.756,19714.44336,19836.90374,20215.08362,20884.81607,21925.6132,23451.80895,25721.13361,29264.80262,35497.67227,49975.58843,6956569.426,1
19699.71886,19822.09429,20200.16932,20869.66328,21901.50182,23426.76942,25711.10588,29256.68936,35485.88259,49958.80022,6961402.998,16471.58999,16577.83672,16894.37309,17451.7632,18309.57351,19578.218,21450.2558,24157.93666,28385.49278,39891.34704,6231896.053,1
19702.46038,19824.85122,20202.94104,20873.41222,21906.24097,23445.34506,25715.41356,29261.09855,35511.25709,50069.52406,6958150.06,19709.58623,19832.02532,20210.26121,20880.99369,21914.23105,23453.86453,25724.74569,29270.85024,35524.8274,50088.22435,6960665.754,0
10646.06371,10738.35785,10968.81513,11354.58907,11936.20633,12800.55509,14055.5103,16050.33053,21474.05271,30635.75412,4813671.108,10754.53846,10777.07811,11050.51103,11419.95014,12092.16146,13078.73259,14794.40181,16176.65835,21302.53383,30569.03713,4862006.52,0
1515.649534,1521.346189,1552.300855,1606.961093,1686.165248,1817.693157,1986.384336,2245.141871,2843.812588,3906.973434,3691209.28,2032.700627,2022.625052,2046.425662,2153.193514,2210.766846,2380.02991,2542.381009,2883.817774,3557.685094,4944.458527,3777853.88,0
19696.84175,19819.2191,20197.14816,20866.44427,21897.9734,23437.32825,25706.65736,29250.336,35498.00277,50031.14685,6956957.033,19696.84175,19819.2191,20197.14816,20866.44427,21897.9734,23437.32825,25706.65736,29250.336,35498.00277,50048.91382,6959457.145,0
15521.38752,15624.48571,15926.21542,16458.30916,17277.5105,18492.757,20299.77742,23140.60721,21995.75256,30924.57931,3573689.12,19713.38683,19835.84439,20214.0279,20883.76119,21916.03257,23441.9131,25711.21853,29255.27067,35499.6926,49978.24489,6957626.286,1
19702.48689,19824.85548,20202.9311,20872.42346,21904.25765,23431.75558,25699.77955,29241.47453,35484.71086,49957.23245,6958110.592,19702.48689,19824.85548,20202.9311,20872.42346,21904.25765,23431.75558,25699.77955,29241.47453,35484.71086,49957.23245,6958110.592,1
16336.14385,16437.39205,16751.5091,17303.45868,18155.67778,19416.16964,21285.7725,24201.65038,29515.94041,41568.77427,6336978.737,16339.47659,16440.97868,16756.03454,17307.13054,18159.66607,19420.51998,21290.75602,24208.182,29524.79885,41581.65257,6339137.254,0
17658.72934,17768.39766,18107.9602,18707.2203,19631.6633,20999.39982,23030.36888,26200.45555,31798.68339,44910.44812,6583680.954,17663.85141,17773.5495,18114.36428,18712.6191,19637.13028,21004.96148,23036.27612,26206.71142,31808.79577,44925.30899,6585977.823,0
15500,15600,15900,16400,17200,18400,20200,23000,22000,31000,3520000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
19705.34397,19828.47223,20207.66363,20877.76929,21909.88102,23464.03638,25795.45247,29346.63998,35506.89055,50081.00476,6958678.746,19709.7002,19832.28847,20210.52185,20881.21958,21914.4809,23454.02649,25724.74271,29270.76626,35513.98491,50086.57107,6960666.099,0
1420.674847,1432.489313,1461.832613,1511.884821,1587.878001,1700.845066,1869.073209,2134.609449,2607.035913,3707.439841,3669737.106,2321.092957,2315.40095,2374.819213,2447.832785,2579.282627,2749.070769,3005.748873,3453.378215,4073.035935,5789.298689,3843958.817,0
19791.96209,19907.28249,20270.84523,21027.76534,21963.39399,23519.86705,25789.7033,29312.04033,35552.86722,50153.80345,6962692.238,19782.16396,19901.46463,20260.35556,20998.40943,21968.23257,23523.70113,25782.20443,29318.26428,35565.43399,50172.32094,6965195.897,0
3303.389912,3313.102628,3341.107899,3382.933487,3426.510646,3440.962273,3529.630736,4472.901283,5939.222146,7718.677179,3803906.449,3279.226757,3288.916295,3316.813819,3358.582006,3402.323884,3417.570419,3512.978249,4446.096041,5897.624772,7667.068409,3805005.075,0
19700.61497,19822.94843,20201.05618,20870.56706,21902.34715,23427.67151,25699.91543,29244.10542,35486.11291,49959.3207,6960287.932,19700.61497,19822.94843,20201.05618,20870.56706,21902.34715,23427.67151,25699.91543,29244.10542,35486.11291,49959.3207,6960287.932,1
16450.72589,16553.71128,16869.4011,17427.70515,18288.67934,19574.70843,21461.44644,24419.39169,29802.56575,41972.67964,6364327.637,16453.97804,16556.8446,16872.48588,17430.78842,18292.23405,19578.48523,21464.37775,24421.55253,29807.1638,41979.74051,6366131.722,0
16338.3854,16439.58191,16752.16188,17305.47615,18157.75539,19418.42136,21287.45624,24203.91796,29518.39547,41572.21867,6337474.749,16336.66997,16437.86874,16750.45552,17303.79719,18156.12559,19416.91651,21286.2578,24203.38589,29519.04113,41572.90844,6338718.166,0
13300,13400,13700,14100,14800,15900,17400,19700,23900,33600,5290000,19700,19800,20200,20900,21900,23400,25700,29300,35500,50000,6960000,1
10687.34172,10753.01406,10955.80543,11314.50121,11866.49667,12704.73342,14488.68634,18362.54325,21257.95997,30519.55192,4862906.7,10661.90755,10727.91484,10931.76254,11292.63717,11855.65593,12713.28888,14491.17192,18387.24203,21274.85082,30534.65281,4861975.488,0
1509.535474,1520.733001,1551.000488,1602.931524,1682.924251,1797.11239,1974.076645,2251.645876,2755.743677,3920.860939,3680425.477,1493.121859,1505.121874,1535.020958,1587.059557,1666.730458,1793.540335,1964.72605,2240.58137,2740.918034,3895.267345,3681690.221,0
19698.64763,19821.04581,20199.1026,20868.58922,21900.44864,23425.70409,25699.95433,29244.48244,35486.18815,49959.38355,6962432.77,17494.65517,17603.13036,17938.42532,18531.25146,19445.6154,20794.10956,22802.40575,25799.54491,30080.53546,42269.19883,6412524.018,1
1440.002129,1448.000745,1491.648124,1531.771294,1606.035777,1734.98242,1906.659124,2149.670037,2701.971071,3774.18905,3676495.425,1982.747433,1949.871049,2030.982487,2070.582243,2193.34104,2306.282953,2480.574706,2822.575822,3466.017276,4819.383392,3768332.133,0
17467.23005,17575.78542,17911.56546,18505.42345,19420.96107,20775.55665,22787.94336,25931.51383,31471.2693,44427.66228,6547424.979,17471.87776,17580.47275,17916.76322,18510.43635,19426.12308,20780.9889,22794.09208,25938.28789,31481.40698,44442.21706,6549700.759,0
19822.6461,19942.59041,20331.17707,21004.70591,22060.03933,23608.98586,25853.50242,29417.06226,35640.63945,50152.38488,6964888.04,19829.15937,19949.16665,20338.00532,21011.74706,22067.64718,23617.41979,25862.99055,29428.69931,35655.17628,50171.4062,6967419.82,0
19699.93067,19822.27641,20200.22115,20869.57752,21901.32975,23441.43323,25711.71742,29257.32546,35504.22372,50084.40868,6957588.382,19707.25063,19829.64762,20207.71651,20877.31109,21909.43032,23449.83827,25720.07558,29266.85727,35519.52912,50102.89811,6960088.935,0
19731.68112,19854.93434,20233.68295,20903.85865,21937.58703,23481.86775,25754.90834,29304.50197,35541.53015,50167.94363,6961904.896,19731.68112,19854.93434,20233.68295,20903.85865,21937.58703,23481.86775,25754.90834,29304.50197,35541.53015,50186.40791,6964408.677,0
15661.75201,15763.73414,16065.21952,16595.84817,17411.89944,18610.39654,20394.7326,22902.97053,26863.72185,37750.87007,6077743.804,19707.93997,19830.34693,20208.57083,20878.31518,21910.51739,23436.33511,25719.4666,29268.88082,35498.23066,49976.42548,6962788.162,1
19709.036,19831.49025,20209.68423,20879.40549,21911.53578,23457.33813,25729.01721,29276.45809,35514.20875,50137.29506,6959101.718,19716.35785,19838.90832,20217.17041,20887.13291,21919.62883,23464.73456,25737.22811,29285.92784,35526.74594,50155.65957,6961602.623,0
17317.6166,17427.27782,17759.8356,18347.7957,19252.99045,20590.1958,22578.43174,25487.45289,30162.90603,42395.8057,6412764.551,19705.86967,19828.26242,20206.50198,20876.257,21908.43023,23434.32503,25723.13472,29269.4505,35500.01257,49978.88828,6964966.209,1
19653.63922,19775.08848,20150.66512,20818.63053,21860.59484,23398.43157,25664.30725,29202.98151,35409.87949,49852.00436,6949377.887,19660.88626,19782.36619,20158.05548,20826.26554,21867.75866,23406.71552,25673.31938,29213.1506,35422.48843,49869.78163,6951876.392,0
19792.07475,19922.64061,20298.18213,20938.31627,22025.02719,23573.56327,25921.99581,29334.78412,35560.46705,50150.59775,6963043.658,19763.13425,19886.26265,20255.33861,20934.097,21999.51906,23506.83006,25797.63559,29324.37849,35569.1719,50163.05235,6965179.318,0
1621.851742,1631.064869,1659.375023,1709.793496,1801.357553,1927.485367,2103.104238,2402.180346,3067.842165,4176.677556,3709978.612,1591.977627,1595.922209,1632.863264,1688.770571,1781.315631,1904.885444,2079.938743,2353.771533,2906.278638,4060.413679,3705836.54,0
19769.1383,19874.27082,20265.93957,20939.64475,21970.58901,23496.149,25787.82576,29361.56672,35588.00937,50192.40248,6963953.837,19779.50426,19883.58603,20274.40555,20948.26573,21978.57909,23505.3195,25802.89706,29377.39473,35602.08232,50211.19036,6966459.935,0
19738.8766,19850.2216,20242.68603,20899.07826,21963.88269,23500.4706,25740.31578,29345.46773,35532.02928,50113.62292,6960567.992,19727.96309,19849.85146,20229.84963,20900.50073,21935.59191,23472.91015,25744.77863,29305.53428,35539.61975,50129.22701,6962938.057,0
16496.08385,16600.12741,16916.57683,17475.35407,18338.19044,19611.09204,21497.58985,24222.44248,28338.57842,39824.17933,6231957.908,19707.69,19829.27404,20207.51387,20877.26922,21909.44039,23435.3231,25715.43436,29261.08436,35498.54224,49976.78106,6963919.131,1
5224.65257,5243.908298,5301.001245,5392.911561,5510.065861,5625.283437,5726.52865,7171.774481,9378.10853,12529.04579,4194376.366,5203.869146,5223.163315,5280.361802,5372.587639,5490.555725,5607.820689,5720.480856,7152.165119,9344.494038,12484.06942,4195763.84,0
10622.74158,10724.28076,10949.16604,11334.17017,11925.28261,12773.15292,14052.19852,16008.39985,21447.88292,30582.67117,4808389.287,10896.67019,10838.03257,11191.35162,11511.39166,12151.45132,13063.45665,14686.52884,16297.60132,21088.82902,30439.57059,4903928.355,0
19548.13747,19669.59065,20044.78947,20709.19035,21757.89144,23274.18602,25529.74092,29052.9948,35227.49717,49595.43908,6931044.815,19555.3047,19676.80413,20052.13622,20716.77783,21765.26862,23282.08091,25538.43918,29062.9394,35239.87611,49612.86365,6933529.531,0
2702.146284,2711.354072,2738.405768,2780.782464,2831.191366,2873.822983,2862.789328,3579.801408,4882.039355,6813.47376,3752557.487,2657.236699,2666.473812,2693.644307,2736.525398,2788.335458,2837.425064,2834.634468,3535.364598,4802.354901,6709.651208,3753733.852,0
19865.60958,19959.23951,20384.08314,21032.22148,22077.44508,23630.09006,25934.12686,29407.26943,35625.67729,50161.49378,6965039.64,19838.43338,19948.52091,20327.37676,21034.47779,22083.26873,23598.18371,25890.9029,29406.96295,35638.60114,50177.87875,6967360.973,0
18253.12775,18366.51331,18721.60012,19348.01493,20308.71832,21723.99406,23925.56934,27200.34309,33131.55305,46559.24933,6665420.334,18290.45045,18404.06356,18757.15976,19380.88356,20337.1485,21847.3009,23867.78228,27151.00226,33184.34796,46645.73257,6674876.982,0
16531.75857,16634.9078,16952.07341,17513.14072,18379.67525,19671.62219,21564.5508,24531.82191,29941.06673,42174.80712,6379096.919,16535.13483,16638.21194,16955.34513,17516.41852,18383.25688,19675.47497,21567.70524,24536.1771,29945.91543,42182.09956,6380917.928,0
18272.76518,18386.29245,18740.31392,19367.47489,20326.67271,21747.22396,23912.94356,27155.62757,33164.64555,46612.67714,6669774.716,18292.4089,18406.04963,18760.99164,19385.92285,20342.11824,21820.45644,23885.81789,27161.67252,33192.75148,46656.62528,6675232.077,0
12594.19572,12663.36057,12808.40529,13067.1124,13466.94775,13971.45071,14976.50878,17766.48382,21865.82416,31579.97565,4971051.778,12596.78302,12663.34615,12807.96542,13066.26539,13465.7654,13971.67869,14984.86697,17775.13799,21871.94409,31589.68962,4972750.922,0
19708.80039,19831.19617,20209.45862,20879.24458,21911.672,23458.12829,25729.47814,29276.26654,35528.53985,50144.99614,6959264.416,19708.80039,19831.19617,20209.45862,20879.24458,21911.672,23458.12829,25729.47814,29276.26654,35528.53985,50163.49247,6961765.743,0
18901.86222,19021.55619,19359.1926,19991.48339,20975.59139,22426.40667,24521.50519,27978.31294,33974.04204,47896.60024,6777758.785,18916.96519,19035.874,19372.43374,20006.25595,20988.93972,22439.11901,24528.24259,27989.82705,33984.98793,47912.14991,6780123.428,0
16265.19965,16366.31793,16678.9517,17232.38044,18085.41404,19348.34,21224.50905,24156.75293,29447.35125,41457.14262,6326067.753,16354.43609,16456.11498,16770.33365,17326.68011,18184.29228,19454.16385,21340.06375,24288.70101,29600.76306,41683.55624,6344250.72,0
17228.72396,17332.77257,17656.87659,18228.67113,19106.69924,20405.4582,22359.72847,25492.25889,30952.51687,43667.67073,6490150.419,17238.28822,17342.46955,17666.49149,18238.14914,19116.08586,20414.06236,22365.13348,25498.86011,30960.03145,43678.82866,6492251.778,0
2554.518414,2563.628365,2590.560572,2633.24575,2687.123943,2868.587809,2828.218513,3586.705959,4907.855839,6717.37932,3757861.496,2529.257151,2538.400455,2565.685172,2608.586491,2667.261593,2845.246064,2810.167159,3531.342402,4815.91416,6648.593656,3758743.544,0
17096.01409,17202.22789,17530.83617,18111.47518,19006.89207,20332.33085,22300.53361,25373.74168,30870.78449,43546.1875,6482402.647,17101.5695,17207.82321,17537.04976,18117.33048,19012.9247,20338.87663,22307.02939,25380.86621,30880.60652,43560.47096,6484646.696,0
18370.351,18484.49429,18837.61692,19463.50017,20425.14353,21946.44723,23965.36353,27271.36258,33313.69736,46844.68884,6689639.491,18375.34356,18489.529,18843.78229,19469.66966,20430.76254,21962.25684,23972.41154,27278.43227,33324.42424,46859.98947,6691946.698,0
14044.2036,14137.7666,14408.31409,14884.22612,15618.52795,16698.77417,18293.3592,20305.32508,23472.21455,32996.9241,3173735.046,19710.13623,19832.6648,20210.82346,20880.51698,21912.67192,23442.25946,25711.82857,29256.11444,35496.90861,49974.46998,6959614.855,1
16373.58774,16475.2573,16789.41275,17345.76062,18205.10236,19471.25662,21354.53835,24295.49342,29641.26116,41737.48844,6347124.105,16375.0773,16476.75606,16791.31692,17347.46884,18206.9928,19472.96801,21356.74795,24297.64672,29645.76547,41744.25873,6348908.806,0
19722.19912,19844.72496,20223.13984,20894.02008,21927.52713,23464.98621,25737.20977,29286.06251,35542.61514,50117.20553,6960432.874,19729.37925,19851.95198,20230.51328,20901.65429,21935.56792,23473.50484,25745.68643,29295.64384,35556.57157,50136.01456,6962953.05,0
19702.85253,19825.34874,20203.3592,20872.80706,21904.60669,23440.04315,25709.0064,29252.50378,35487.08225,49960.57677,6957151.828,14109.48842,14203.54742,14474.96358,14953.41611,15690.52508,16774.82907,18376.27826,20402.57246,23383.56464,32866.43864,3171231.304,1
14857.65002,14955.38074,15243.44514,15752.25746,16536.59018,17699.98398,19425.76422,22140.70517,20837.23906,29304.91321,4061566.815,19715.51473,19837.98145,20216.15383,20885.88304,21918.16491,23443.68219,25710.89845,29255.46749,35497.08748,49974.77025,6955450.417,1
19702.77739,19825.17655,20203.40047,20873.86767,21909.49485,23445.66091,25716.45507,29262.69782,35501.56201,50072.45221,6958150.522,19710.11609,19832.56045,20210.84345,20881.43722,21917.52092,23454.13497,25724.87872,29272.35791,35514.43804,50091.21502,6960666,0
